C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
H022,R279,00-00-02,JEFFERSON ST,L,BMT,01/01/2016,23:00:00,REGULAR,0005734383,0001706860                                           
H022,R279,00-06-00,JEFFERSON ST,L,BMT,12/27/2015,07:00:00,REGULAR,0000978578,0000438596                                           
H022,R279,00-06-00,JEFFERSON ST,L,BMT,12/28/2015,15:00:00,REGULAR,0000978941,0000438741                                           
H022,R279,00-06-00,JEFFERSON ST,L,BMT,12/29/2015,23:00:00,REGULAR,0000979742,0000438906                                           
H022,R279,00-06-00,JEFFERSON ST,L,BMT,12/31/2015,07:00:00,REGULAR,0000980343,0000439063                                           
H022,R279,00-06-00,JEFFERSON ST,L,BMT,01/01/2016,15:00:00,REGULAR,0000981112,0000439322                                           
H022,R279,00-06-01,JEFFERSON ST,L,BMT,12/26/2015,23:00:00,REGULAR,0006713077,0003537462                                           
H022,R279,00-06-01,JEFFERSON ST,L,BMT,12/28/2015,07:00:00,REGULAR,0006714010,0003537561                                           
H022,R279,00-06-01,JEFFERSON ST,L,BMT,12/29/2015,15:00:00,REGULAR,0006716208,0003537723                                           
H022,R279,00-06-01,JEFFERSON ST,L,BMT,12/30/2015,23:00:00,REGULAR,0006718529,0003537871                                           
H022,R279,00-06-01,JEFFERSON ST,L,BMT,01/01/2016,07:00:00,REGULAR,0006720894,0003538058                                           
H023,R236,00-00-00,DEKALB AV,L,BMT,12/26/2015,15:00:00,REGULAR,0002417282,0000952075                                              
H023,R236,00-00-00,DEKALB AV,L,BMT,12/27/2015,23:00:00,REGULAR,0002418904,0000952653                                              
H023,R236,00-00-00,DEKALB AV,L,BMT,12/29/2015,07:00:00,REGULAR,0002420980,0000953455                                              
H023,R236,00-00-00,DEKALB AV,L,BMT,12/30/2015,15:00:00,REGULAR,0002423995,0000954508                                              
H023,R236,00-00-00,DEKALB AV,L,BMT,12/31/2015,23:00:00,REGULAR,0002426463,0000955694                                              
H023,R236,00-00-01,DEKALB AV,L,BMT,12/26/2015,07:00:00,REGULAR,0004523972,0002787447                                              
H023,R236,00-00-01,DEKALB AV,L,BMT,12/27/2015,15:00:00,REGULAR,0004525095,0002787835                                              
H023,R236,00-00-01,DEKALB AV,L,BMT,12/28/2015,23:00:00,REGULAR,0004526432,0002788417                                              
H023,R236,00-00-01,DEKALB AV,L,BMT,12/30/2015,07:00:00,REGULAR,0004527660,0002788980                                              
H023,R236,00-00-01,DEKALB AV,L,BMT,12/31/2015,15:00:00,REGULAR,0004529517,0002789645                                              
H023,R236,00-00-01,DEKALB AV,L,BMT,01/01/2016,23:00:00,REGULAR,0004530707,0002790196                                              
H023,R236,00-00-02,DEKALB AV,L,BMT,12/27/2015,07:00:00,REGULAR,0005571374,0004047058                                              
H023,R236,00-00-02,DEKALB AV,L,BMT,12/28/2015,15:00:00,REGULAR,0005573725,0004047854                                              
H023,R236,00-00-02,DEKALB AV,L,BMT,12/29/2015,23:00:00,REGULAR,0005576241,0004049242                                              
H023,R236,00-00-02,DEKALB AV,L,BMT,12/31/2015,07:00:00,REGULAR,0005578542,0004050182                                              
H023,R236,00-00-02,DEKALB AV,L,BMT,01/01/2016,15:00:00,REGULAR,0005581185,0004051159                                              
H023,R236,00-06-00,DEKALB AV,L,BMT,12/26/2015,23:00:00,REGULAR,0008928794,0003291271                                              
H023,R236,00-06-00,DEKALB AV,L,BMT,12/28/2015,07:00:00,REGULAR,0008929758,0003291629                                              
H023,R236,00-06-00,DEKALB AV,L,BMT,12/29/2015,15:00:00,REGULAR,0008932162,0003292424                                              
H023,R236,00-06-00,DEKALB AV,L,BMT,12/30/2015,23:00:00,REGULAR,0008934298,0003293170                                              
H023,R236,00-06-00,DEKALB AV,L,BMT,01/01/2016,07:00:00,REGULAR,0008936201,0003293855                                              
H023,R236,00-06-01,DEKALB AV,L,BMT,12/26/2015,15:00:00,REGULAR,0000698848,0000005255                                              
H023,R236,00-06-01,DEKALB AV,L,BMT,12/27/2015,23:00:00,REGULAR,0000701073,0000005319                                              
H023,R236,00-06-01,DEKALB AV,L,BMT,12/29/2015,07:00:00,REGULAR,0000703906,0000005404                                              
H023,R236,00-06-01,DEKALB AV,L,BMT,12/30/2015,15:00:00,REGULAR,0000708219,0000005488                                              
H023,R236,00-06-01,DEKALB AV,L,BMT,12/31/2015,23:00:00,REGULAR,0000712199,0000005600                                              
H023,R236,00-06-02,DEKALB AV,L,BMT,12/26/2015,07:00:00,REGULAR,0001903989,0002336052                                              
H023,R236,00-06-02,DEKALB AV,L,BMT,12/27/2015,15:00:00,REGULAR,0001904556,0002336585                                              
H023,R236,00-06-02,DEKALB AV,L,BMT,12/28/2015,23:00:00,REGULAR,0001905490,0002337562                                              
H023,R236,00-06-02,DEKALB AV,L,BMT,12/30/2015,07:00:00,REGULAR,0001906388,0002338396                                              
H023,R236,00-06-02,DEKALB AV,L,BMT,12/31/2015,15:00:00,REGULAR,0001907546,0002339408                                              
H023,R236,00-06-02,DEKALB AV,L,BMT,01/01/2016,23:00:00,REGULAR,0001908304,0002340650                                              
H026,R137,00-00-00,MYRTLE-WYCKOFF,LM,BMT,12/27/2015,07:00:00,REGULAR,0004849828,0012331889                                        
H026,R137,00-00-00,MYRTLE-WYCKOFF,LM,BMT,12/28/2015,15:00:00,REGULAR,0004851985,0012336012                                        
H026,R137,00-00-00,MYRTLE-WYCKOFF,LM,BMT,12/29/2015,23:00:00,REGULAR,0004854146,0012341947                                        
H026,R137,00-00-00,MYRTLE-WYCKOFF,LM,BMT,12/31/2015,07:00:00,REGULAR,0004856224,0012346826                                        
H026,R137,00-00-00,MYRTLE-WYCKOFF,LM,BMT,01/01/2016,15:00:00,REGULAR,0004858625,0012351988                                        
H026,R137,00-03-00,MYRTLE-WYCKOFF,LM,BMT,12/26/2015,23:00:00,REGULAR,0000784769,0000116976                                        
H026,R137,00-03-00,MYRTLE-WYCKOFF,LM,BMT,12/28/2015,07:00:00,REGULAR,0000786914,0000118000                                        
H026,R137,00-03-00,MYRTLE-WYCKOFF,LM,BMT,12/29/2015,15:00:00,REGULAR,0000790652,0000119515                                        
H026,R137,00-03-00,MYRTLE-WYCKOFF,LM,BMT,12/30/2015,23:00:00,REGULAR,0000794207,0000121401                                        
H026,R137,00-03-00,MYRTLE-WYCKOFF,LM,BMT,01/01/2016,07:00:00,REGULAR,0000797376,0000122967                                        
H026,R137,00-03-01,MYRTLE-WYCKOFF,LM,BMT,12/26/2015,15:00:00,REGULAR,0000957812,0000144962                                        
H026,R137,00-03-01,MYRTLE-WYCKOFF,LM,BMT,12/27/2015,23:00:00,REGULAR,0000959753,0000145317                                        
H026,R137,00-03-01,MYRTLE-WYCKOFF,LM,BMT,12/29/2015,07:00:00,REGULAR,0000962108,0000145663                                        
H026,R137,00-03-01,MYRTLE-WYCKOFF,LM,BMT,12/30/2015,15:00:00,REGULAR,0000965262,0000146049                                        
H026,R137,00-03-01,MYRTLE-WYCKOFF,LM,BMT,12/31/2015,23:00:00,REGULAR,0000968618,0000146582                                        
H026,R137,00-03-02,MYRTLE-WYCKOFF,LM,BMT,12/26/2015,07:00:00,REGULAR,0005829147,0000850796                                        
H026,R137,00-03-02,MYRTLE-WYCKOFF,LM,BMT,12/27/2015,15:00:00,REGULAR,0005830952,0000850939                                        
H026,R137,00-03-02,MYRTLE-WYCKOFF,LM,BMT,12/28/2015,23:00:00,REGULAR,0005833136,0000851112                                        
H026,R137,00-03-02,MYRTLE-WYCKOFF,LM,BMT,12/30/2015,07:00:00,REGULAR,0005835113,0000851291                                        
H026,R137,00-03-02,MYRTLE-WYCKOFF,LM,BMT,12/31/2015,15:00:00,REGULAR,0005838359,0000851473                                        
H026,R137,00-03-02,MYRTLE-WYCKOFF,LM,BMT,01/01/2016,23:00:00,REGULAR,0005839831,0000851742                                        
H026,R137,00-03-03,MYRTLE-WYCKOFF,LM,BMT,12/27/2015,07:00:00,REGULAR,0002713306,0000260729                                        
H026,R137,00-03-03,MYRTLE-WYCKOFF,LM,BMT,12/28/2015,15:00:00,REGULAR,0002714233,0000260807                                        
H026,R137,00-03-03,MYRTLE-WYCKOFF,LM,BMT,12/29/2015,23:00:00,REGULAR,0002714991,0000260918                                        
H026,R137,00-03-03,MYRTLE-WYCKOFF,LM,BMT,12/31/2015,07:00:00,REGULAR,0002715351,0000261007                                        
H026,R137,00-05-00,MYRTLE-WYCKOFF,LM,BMT,12/26/2015,07:00:00,REGULAR,0000001851,0000000000                                        
H026,R137,00-05-00,MYRTLE-WYCKOFF,LM,BMT,12/27/2015,15:00:00,REGULAR,0000001853,0000000000                                        
H026,R137,00-05-00,MYRTLE-WYCKOFF,LM,BMT,12/28/2015,23:00:00,REGULAR,0000001854,0000000000                                        
H026,R137,00-05-00,MYRTLE-WYCKOFF,LM,BMT,12/30/2015,07:00:00,REGULAR,0000001857,0000000000                                        
H026,R137,00-05-00,MYRTLE-WYCKOFF,LM,BMT,12/31/2015,15:00:00,REGULAR,0000001861,0000000000                                        
H026,R137,00-05-00,MYRTLE-WYCKOFF,LM,BMT,01/01/2016,23:00:00,REGULAR,0000001861,0000000000                                        
H026,R137,00-05-01,MYRTLE-WYCKOFF,LM,BMT,12/27/2015,07:00:00,REGULAR,0000000001,0000000740                                        
H026,R137,00-05-01,MYRTLE-WYCKOFF,LM,BMT,12/28/2015,15:00:00,REGULAR,0000000001,0000000741                                        
H026,R137,00-05-01,MYRTLE-WYCKOFF,LM,BMT,12/29/2015,23:00:00,REGULAR,0000000001,0000000741                                        
H026,R137,00-05-01,MYRTLE-WYCKOFF,LM,BMT,12/31/2015,07:00:00,REGULAR,0000000001,0000000741                                        
H026,R137,00-05-01,MYRTLE-WYCKOFF,LM,BMT,01/01/2016,15:00:00,REGULAR,0000000001,0000000742                                        
H027,R137,01-00-00,MYRTLE-WYCKOFF,LM,BMT,12/26/2015,23:00:00,REGULAR,0008848686,0004673482                                        
H027,R137,01-00-00,MYRTLE-WYCKOFF,LM,BMT,12/28/2015,07:00:00,REGULAR,0008849833,0004674138                                        
H027,R137,01-00-00,MYRTLE-WYCKOFF,LM,BMT,12/29/2015,15:00:00,REGULAR,0008852050,0004675216                                        
H027,R137,01-00-00,MYRTLE-WYCKOFF,LM,BMT,12/30/2015,23:00:00,REGULAR,0008854013,0004676777                                        
H027,R137,01-00-00,MYRTLE-WYCKOFF,LM,BMT,01/01/2016,07:00:00,REGULAR,0008855713,0004677988                                        
H027,R137,01-00-01,MYRTLE-WYCKOFF,LM,BMT,12/26/2015,15:00:00,REGULAR,0006282573,0005866458                                        
H027,R137,01-00-01,MYRTLE-WYCKOFF,LM,BMT,12/27/2015,23:00:00,REGULAR,0006283493,0005867722                                        
H027,R137,01-00-01,MYRTLE-WYCKOFF,LM,BMT,12/29/2015,07:00:00,REGULAR,0006284552,0005869011                                        
H027,R137,01-00-01,MYRTLE-WYCKOFF,LM,BMT,12/30/2015,15:00:00,REGULAR,0006285952,0005870455                                        
H027,R137,01-00-01,MYRTLE-WYCKOFF,LM,BMT,12/31/2015,23:00:00,REGULAR,0006287286,0005872494                                        
H027,R137,01-00-02,MYRTLE-WYCKOFF,LM,BMT,12/26/2015,07:00:00,REGULAR,0000631764,0001081319                                        
H027,R137,01-00-02,MYRTLE-WYCKOFF,LM,BMT,12/27/2015,15:00:00,REGULAR,0000633291,0001083536                                        
H027,R137,01-00-02,MYRTLE-WYCKOFF,LM,BMT,12/28/2015,23:00:00,REGULAR,0000635105,0001086730                                        
H027,R137,01-00-02,MYRTLE-WYCKOFF,LM,BMT,12/30/2015,07:00:00,REGULAR,0000636801,0001089461                                        
H027,R137,01-00-02,MYRTLE-WYCKOFF,LM,BMT,12/31/2015,15:00:00,REGULAR,0000639214,0001092841                                        
H027,R137,01-00-02,MYRTLE-WYCKOFF,LM,BMT,01/01/2016,23:00:00,REGULAR,0000640603,0001095839                                        
H027,R137,01-06-00,MYRTLE-WYCKOFF,LM,BMT,12/27/2015,07:00:00,REGULAR,1661555161,0553857914                                        
H027,R137,01-06-00,MYRTLE-WYCKOFF,LM,BMT,12/28/2015,15:00:00,REGULAR,1661557744,0553858275                                        
H027,R137,01-06-00,MYRTLE-WYCKOFF,LM,BMT,12/29/2015,23:00:00,REGULAR,1661560284,0553859127                                        
H027,R137,01-06-00,MYRTLE-WYCKOFF,LM,BMT,12/31/2015,07:00:00,REGULAR,1661562606,0553859698                                        
H027,R137,01-06-00,MYRTLE-WYCKOFF,LM,BMT,01/01/2016,15:00:00,REGULAR,1661565199,0553860231                                        
H027,R137,01-06-01,MYRTLE-WYCKOFF,LM,BMT,12/26/2015,23:00:00,REGULAR,0006289263,0002038111                                        
H027,R137,01-06-01,MYRTLE-WYCKOFF,LM,BMT,12/28/2015,07:00:00,REGULAR,0006289979,0002038246                                        
H027,R137,01-06-01,MYRTLE-WYCKOFF,LM,BMT,12/29/2015,15:00:00,REGULAR,0006291688,0002038450                                        
H027,R137,01-06-01,MYRTLE-WYCKOFF,LM,BMT,12/30/2015,23:00:00,REGULAR,0006293320,0002038787                                        
H027,R137,01-06-01,MYRTLE-WYCKOFF,LM,BMT,01/01/2016,07:00:00,REGULAR,0006294684,0002039065                                        
H027,R137,01-06-02,MYRTLE-WYCKOFF,LM,BMT,12/26/2015,15:00:00,REGULAR,0003771253,0001575098                                        
