,Airport,Year,FAA REGION,COUNTY,CITY,STATE,AP Type,Departure Cancellations,Arrival Cancellations,Departure Diversions,Arrival Diversions,departures for metric computation,arrivals for metric computation,percent on-time gate departures,percent on-time airport departures,percent on-time gate arrivals,average_gate_departure_delay,average_taxi_out_time,average taxi out delay,average airport departure delay,average airborne delay,average taxi in delay,average block delay,average gate arrival delay,label,Latitude,Longitude
216,DTW,2011.0,AGL,WAYNE,DETROIT,MI,Federalized/Commercial,1485.0,1643.0,178.0,170.0,216449,216041,0.792,0.7427,0.8157,12.56,17.55,3.25,14.95,4.74,0.92,2.15,11.07,3,42.212444,-83.353389
217,DTW,2012.0,AGL,WAYNE,DETROIT,MI,Federalized/Commercial,838.0,892.0,168.0,151.0,208723,208264,0.8052,0.7585,0.843,12.2,17.33,3.16,14.47,3.96,0.85,1.74,9.8,3,42.212444,-83.353389
218,DTW,2013.0,AGL,WAYNE,DETROIT,MI,Federalized/Commercial,2279.0,2580.0,365.0,273.0,207053,206364,0.819,0.7171,0.824,11.94,19.89,6.08,16.78,4.23,1.32,2.61,11.85,3,42.212444,-83.353389
219,DTW,2014.0,AGL,WAYNE,DETROIT,MI,Federalized/Commercial,1866.0,1868.0,211.0,190.0,192007,192080,0.8045,0.7477,0.8217,12.54,17.47,3.72,15.45,4.12,0.89,2.27,11.64,3,42.212444,-83.353389
220,EWR,2004.0,AEA,ESSEX,NEWARK,NJ,Federalized/Commercial,3883.0,3981.0,295.0,418.0,212226,209575,0.7921,0.5698,0.7147,12.87,25.93,12.73,23.59,5.93,2.21,6.04,18.54,1,40.6925,-74.168667
221,EWR,2005.0,AEA,ESSEX,NEWARK,NJ,Federalized/Commercial,4622.0,4696.0,317.0,472.0,211790,209551,0.7421,0.5255,0.6528,16.02,25.96,12.31,26.62,6.22,2.63,7.52,23.18,1,40.6925,-74.168667
222,EWR,2006.0,AEA,ESSEX,NEWARK,NJ,Federalized/Commercial,4557.0,4650.0,346.0,756.0,214805,213118,0.7189,0.4525,0.6383,18.07,29.13,15.42,31.8,6.21,2.65,7.25,24.79,1,40.6925,-74.168667
223,EWR,2007.0,AEA,ESSEX,NEWARK,NJ,Federalized/Commercial,5926.0,5992.0,345.0,718.0,209019,207435,0.6903,0.4335,0.618,21.24,28.74,15.22,35.34,5.49,2.8,6.89,27.78,1,40.6925,-74.168667
224,EWR,2008.0,AEA,ESSEX,NEWARK,NJ,Federalized/Commercial,4511.0,4608.0,324.0,545.0,207145,206270,0.7034,0.4371,0.6404,20.24,28.98,15.63,34.57,4.83,3.18,5.64,26.55,1,40.6925,-74.168667
225,EWR,2009.0,AEA,ESSEX,NEWARK,NJ,Federalized/Commercial,2969.0,3013.0,348.0,484.0,196298,195150,0.7408,0.4957,0.6701,17.99,25.74,13.09,29.7,4.66,2.15,5.12,24.88,1,40.6925,-74.168667
226,EWR,2010.0,AEA,ESSEX,NEWARK,NJ,Federalized/Commercial,3706.0,3750.0,299.0,391.0,192614,191370,0.754,0.61,0.7203,16.22,20.94,8.1,23.19,4.11,1.96,4.1,19.37,1,40.6925,-74.168667
227,EWR,2011.0,AEA,ESSEX,NEWARK,NJ,Federalized/Commercial,4502.0,4525.0,286.0,491.0,192879,191645,0.7318,0.5873,0.669,17.77,20.99,8.49,25.08,4.85,2.54,5.14,22.32,1,40.6925,-74.168667
228,EWR,2012.0,AEA,ESSEX,NEWARK,NJ,Federalized/Commercial,3821.0,3915.0,315.0,310.0,196105,195110,0.7217,0.5716,0.7009,18.06,21.33,8.71,25.66,3.9,2.86,3.61,19.91,1,40.6925,-74.168667
229,EWR,2013.0,AEA,ESSEX,NEWARK,NJ,Federalized/Commercial,3350.0,3579.0,358.0,461.0,196365,194358,0.7264,0.5815,0.7095,18.13,20.91,8.41,25.53,3.54,2.51,3.46,20.23,1,40.6925,-74.168667
230,EWR,2014.0,AEA,ESSEX,NEWARK,NJ,Federalized/Commercial,4814.0,5197.0,349.0,239.0,189545,188206,0.7211,0.573,0.7153,17.96,20.68,8.37,25.46,3.86,2.72,3.15,19.63,1,40.6925,-74.168667
231,FLL,2004.0,ASO,BROWARD,FORT LAUDERDALE,FL,Federalized/Commercial,987.0,963.0,199.0,124.0,106389,106749,0.7699,0.7044,0.7454,13.27,16.27,4.67,16.89,3.5,0.93,3.83,14.38,4,26.072596,-80.152741
232,FLL,2005.0,ASO,BROWARD,FORT LAUDERDALE,FL,Federalized/Commercial,1367.0,1302.0,205.0,187.0,121481,120277,0.7194,0.6436,0.7197,16.6,16.78,5.4,20.96,3.67,1.2,4.13,16.34,4,26.072596,-80.152741
233,FLL,2006.0,ASO,BROWARD,FORT LAUDERDALE,FL,Federalized/Commercial,526.0,501.0,238.0,121.0,111601,110317,0.7736,0.7279,0.7762,13.13,15.28,3.83,15.92,3.58,1.04,3.22,12.77,4,26.072596,-80.152741
234,FLL,2007.0,ASO,BROWARD,FORT LAUDERDALE,FL,Federalized/Commercial,709.0,674.0,232.0,130.0,117119,116401,0.7411,0.6724,0.7247,15.62,15.72,4.45,19.4,2.56,1.24,3.68,16.31,4,26.072596,-80.152741
235,FLL,2008.0,ASO,BROWARD,FORT LAUDERDALE,FL,Federalized/Commercial,542.0,500.0,235.0,197.0,113379,112391,0.755,0.6863,0.7326,15.67,16.59,4.77,19.63,2.8,1.21,4.13,16.04,4,26.072596,-80.152741
236,FLL,2009.0,ASO,BROWARD,FORT LAUDERDALE,FL,Federalized/Commercial,381.0,376.0,225.0,128.0,102633,101149,0.7687,0.7213,0.7719,14.02,15.75,3.68,16.81,2.95,1.29,3.67,13.33,4,26.072596,-80.152741
237,FLL,2010.0,ASO,BROWARD,FORT LAUDERDALE,FL,Federalized/Commercial,750.0,733.0,202.0,126.0,104078,102652,0.772,0.7276,0.7713,14.17,15.13,3.24,16.71,3.04,1.06,3.21,13.67,4,26.072596,-80.152741
238,FLL,2011.0,ASO,BROWARD,FORT LAUDERDALE,FL,Federalized/Commercial,767.0,745.0,206.0,128.0,104576,103097,0.7665,0.7049,0.7647,14.5,15.87,4.16,17.8,2.08,1.12,3.46,14.28,4,26.072596,-80.152741
239,FLL,2012.0,ASO,BROWARD,FORT LAUDERDALE,FL,Federalized/Commercial,537.0,500.0,182.0,166.0,106550,106006,0.7756,0.7149,0.7693,15.41,16.12,4.3,18.71,2.06,0.93,3.27,14.17,4,26.072596,-80.152741
240,FLL,2013.0,ASO,BROWARD,FORT LAUDERDALE,FL,Federalized/Commercial,410.0,401.0,219.0,206.0,104830,104066,0.7426,0.6766,0.7342,16.57,16.74,4.47,20.12,2.26,1.15,3.9,16.12,4,26.072596,-80.152741
241,FLL,2014.0,ASO,BROWARD,FORT LAUDERDALE,FL,Federalized/Commercial,875.0,894.0,206.0,157.0,106272,105742,0.729,0.6799,0.7434,16.55,15.94,3.58,19.36,2.43,1.21,3.88,15.53,4,26.072596,-80.152741
242,HNL,2004.0,AWP,HONOLULU,HONOLULU,HI,Federalized/Commercial,96.0,89.0,33.0,41.0,92661,91206,0.8673,0.8664,0.836,11.26,14.96,1.17,11.37,3.51,0.86,4.15,10.69,0,21.318680999999998,-157.922429
243,HNL,2005.0,AWP,HONOLULU,HONOLULU,HI,Federalized/Commercial,92.0,81.0,26.0,49.0,97359,95239,0.8672,0.8734,0.8282,10.75,12.79,0.8,10.5,2.73,1.65,3.68,10.19,0,21.318680999999998,-157.922429
244,HNL,2006.0,AWP,HONOLULU,HONOLULU,HI,Federalized/Commercial,608.0,568.0,20.0,53.0,101458,100974,0.8861,0.879,0.8495,7.2,12.37,1.63,7.75,2.59,0.87,3.47,8.55,0,21.318680999999998,-157.922429
245,HNL,2007.0,AWP,HONOLULU,HONOLULU,HI,Federalized/Commercial,407.0,416.0,23.0,43.0,102986,111266,0.8858,0.8823,0.8633,7.77,11.93,1.36,8.11,2.38,0.81,2.95,9.14,0,21.318680999999998,-157.922429
246,HNL,2008.0,AWP,HONOLULU,HONOLULU,HI,Federalized/Commercial,463.0,484.0,47.0,50.0,91217,100500,0.8652,0.8433,0.8411,8.23,11.9,2.02,9.48,2.11,1.25,3.56,10.0,0,21.318680999999998,-157.922429
247,HNL,2009.0,AWP,HONOLULU,HONOLULU,HI,Federalized/Commercial,250.0,260.0,58.0,83.0,90128,91124,0.8678,0.8394,0.8452,7.5,12.35,2.25,8.95,1.88,1.47,4.24,9.04,0,21.318680999999998,-157.922429
248,HNL,2010.0,AWP,HONOLULU,HONOLULU,HI,Federalized/Commercial,225.0,214.0,70.0,70.0,83392,83811,0.8789,0.8535,0.8461,6.95,12.65,2.26,8.28,1.99,1.62,4.37,8.91,0,21.318680999999998,-157.922429
249,HNL,2011.0,AWP,HONOLULU,HONOLULU,HI,Federalized/Commercial,369.0,361.0,56.0,54.0,83128,83426,0.8815,0.8611,0.8678,7.0,12.66,1.96,8.09,1.79,1.09,3.35,7.99,0,21.318680999999998,-157.922429
250,HNL,2012.0,AWP,HONOLULU,HONOLULU,HI,Federalized/Commercial,258.0,269.0,55.0,62.0,88261,88228,0.8791,0.8523,0.8629,7.32,13.0,2.24,8.67,1.49,1.32,3.22,8.0,0,21.318680999999998,-157.922429
251,HNL,2013.0,AWP,HONOLULU,HONOLULU,HI,Federalized/Commercial,448.0,457.0,57.0,52.0,87945,87896,0.8734,0.8479,0.8504,7.96,13.32,2.27,9.3,1.64,1.3,3.28,9.23,0,21.318680999999998,-157.922429
252,HNL,2014.0,AWP,HONOLULU,HONOLULU,HI,Federalized/Commercial,179.0,166.0,64.0,78.0,90752,88621,0.8882,0.86,0.8577,6.45,13.52,2.31,7.84,1.91,1.17,3.5,8.22,0,21.318680999999998,-157.922429
253,HOU,2004.0,ASW,HARRIS,HOUSTON,TX,Federalized/Commercial,1238.0,1186.0,114.0,217.0,65315,65458,0.728,0.7156,0.7639,13.61,8.95,2.26,15.34,5.35,0.92,2.58,12.23,4,29.645419,-95.278889
254,HOU,2005.0,ASW,HARRIS,HOUSTON,TX,Federalized/Commercial,1289.0,1224.0,163.0,257.0,62927,62981,0.7235,0.7055,0.7628,13.98,9.38,2.52,16.17,5.45,1.05,2.48,12.48,4,29.645419,-95.278889
255,HOU,2006.0,ASW,HARRIS,HOUSTON,TX,Federalized/Commercial,1009.0,1043.0,80.0,176.0,63002,62901,0.7085,0.6939,0.7515,15.18,8.69,1.68,16.5,5.25,1.09,2.46,13.16,4,29.645419,-95.278889
256,HOU,2007.0,ASW,HARRIS,HOUSTON,TX,Federalized/Commercial,940.0,951.0,114.0,265.0,64971,64877,0.7014,0.6714,0.7303,16.37,9.25,2.42,18.35,5.5,1.21,2.93,14.8,4,29.645419,-95.278889
257,HOU,2008.0,ASW,HARRIS,HOUSTON,TX,Federalized/Commercial,1584.0,1554.0,104.0,215.0,62474,62377,0.7152,0.6879,0.75,15.53,9.39,2.41,17.36,4.13,1.3,2.61,13.83,4,29.645419,-95.278889
258,HOU,2009.0,ASW,HARRIS,HOUSTON,TX,Federalized/Commercial,844.0,808.0,105.0,240.0,59009,59006,0.7383,0.7209,0.7915,14.27,8.92,1.73,15.48,2.41,1.5,2.0,11.13,0,29.645419,-95.278889
259,HOU,2010.0,ASW,HARRIS,HOUSTON,TX,Federalized/Commercial,864.0,842.0,102.0,170.0,58084,58176,0.6841,0.6558,0.7649,16.07,9.29,2.16,17.73,1.86,1.86,2.16,12.07,4,29.645419,-95.278889
260,HOU,2011.0,ASW,HARRIS,HOUSTON,TX,Federalized/Commercial,868.0,887.0,122.0,85.0,60853,60660,0.7082,0.6824,0.779,15.4,9.03,1.8,16.83,1.37,1.46,1.93,12.07,4,29.645419,-95.278889
261,HOU,2012.0,ASW,HARRIS,HOUSTON,TX,Federalized/Commercial,594.0,609.0,120.0,138.0,63731,63771,0.7228,0.6964,0.7963,14.35,9.12,1.87,15.88,1.33,1.49,1.92,10.77,0,29.645419,-95.278889
262,HOU,2013.0,ASW,HARRIS,HOUSTON,TX,Federalized/Commercial,540.0,553.0,117.0,117.0,67223,67673,0.6686,0.6321,0.7436,16.24,9.41,2.16,18.16,1.29,1.71,2.46,13.19,4,29.645419,-95.278889
263,HOU,2014.0,ASW,HARRIS,HOUSTON,TX,Federalized/Commercial,955.0,980.0,145.0,153.0,68319,68348,0.6526,0.6237,0.7159,18.51,9.72,2.3,20.22,2.11,1.73,3.0,15.8,4,29.645419,-95.278889
264,HPN,2004.0,AEA,WESTCHESTER,WHITE PLAINS,NY,Federalized/Commercial,349.0,315.0,24.0,47.0,34104,33880,0.6116,0.5583,0.5732,20.8,14.22,4.88,24.1,4.3,1.73,5.73,22.43,1,41.066944,-73.70755600000001
265,HPN,2005.0,AEA,WESTCHESTER,WHITE PLAINS,NY,Federalized/Commercial,320.0,281.0,14.0,41.0,33059,32858,0.5622,0.5171,0.5604,23.28,13.01,3.84,25.76,4.01,1.45,5.02,23.6,1,41.066944,-73.70755600000001
266,HPN,2006.0,AEA,WESTCHESTER,WHITE PLAINS,NY,Federalized/Commercial,290.0,258.0,29.0,45.0,31937,32086,0.5494,0.5159,0.55,23.3,14.4,3.48,25.65,4.17,1.85,5.17,24.01,1,41.066944,-73.70755600000001
267,HPN,2007.0,AEA,WESTCHESTER,WHITE PLAINS,NY,Federalized/Commercial,600.0,522.0,49.0,97.0,35911,36118,0.5299,0.4612,0.5136,25.84,16.01,5.23,30.62,4.67,3.07,6.97,27.16,1,41.066944,-73.70755600000001
268,HPN,2008.0,AEA,WESTCHESTER,WHITE PLAINS,NY,Federalized/Commercial,346.0,295.0,36.0,97.0,31907,32126,0.5768,0.5266,0.5896,22.72,15.43,3.93,26.0,4.68,1.13,4.56,23.18,1,41.066944,-73.70755600000001
269,HPN,2009.0,AEA,WESTCHESTER,WHITE PLAINS,NY,Federalized/Commercial,200.0,170.0,32.0,99.0,27647,27642,0.6116,0.5824,0.6245,20.39,13.84,2.44,22.14,3.96,0.83,4.15,20.54,4,41.066944,-73.70755600000001
270,HPN,2010.0,AEA,WESTCHESTER,WHITE PLAINS,NY,Federalized/Commercial,305.0,269.0,32.0,61.0,30180,30438,0.6084,0.5779,0.6159,20.5,13.17,2.45,22.38,3.63,0.92,4.55,20.77,4,41.066944,-73.70755600000001
271,HPN,2011.0,AEA,WESTCHESTER,WHITE PLAINS,NY,Federalized/Commercial,328.0,293.0,20.0,66.0,30813,31566,0.5993,0.5731,0.5965,21.64,12.73,2.39,23.32,3.87,1.2,4.67,22.31,1,41.066944,-73.70755600000001
272,HPN,2012.0,AEA,WESTCHESTER,WHITE PLAINS,NY,Federalized/Commercial,171.0,145.0,19.0,84.0,31387,32243,0.6036,0.5851,0.6174,19.91,12.05,1.77,21.07,3.71,0.94,4.01,20.23,4,41.066944,-73.70755600000001
273,HPN,2013.0,AEA,WESTCHESTER,WHITE PLAINS,NY,Federalized/Commercial,263.0,195.0,24.0,88.0,30725,31431,0.5824,0.53,0.5891,21.07,13.36,3.33,24.31,3.22,0.74,4.14,21.72,1,41.066944,-73.70755600000001
274,HPN,2014.0,AEA,WESTCHESTER,WHITE PLAINS,NY,Federalized/Commercial,474.0,386.0,23.0,112.0,30230,30777,0.5837,0.5233,0.5846,21.29,13.75,3.53,24.89,3.39,0.99,4.6,22.3,1,41.066944,-73.70755600000001
275,IAD,2004.0,AEA,LOUDOUN,WASHINGTON,DC,Federalized/Commercial,2856.0,3197.0,271.0,260.0,212945,215986,0.7261,0.6179,0.7484,15.71,18.82,7.17,21.45,5.05,1.28,3.79,15.09,1,38.947444,-77.459944
276,IAD,2005.0,AEA,LOUDOUN,WASHINGTON,DC,Federalized/Commercial,2452.0,2604.0,182.0,140.0,233140,236001,0.7425,0.6573,0.7632,15.07,18.64,5.8,19.41,4.38,1.75,3.57,14.15,3,38.947444,-77.459944
277,IAD,2006.0,AEA,LOUDOUN,WASHINGTON,DC,Federalized/Commercial,2232.0,2422.0,238.0,226.0,169691,172953,0.7311,0.6822,0.7441,16.89,17.16,4.23,19.91,4.36,1.93,3.28,15.84,3,38.947444,-77.459944
278,IAD,2007.0,AEA,LOUDOUN,WASHINGTON,DC,Federalized/Commercial,2920.0,3116.0,180.0,168.0,171679,173013,0.7147,0.6361,0.7193,17.92,18.06,5.34,22.55,4.73,1.83,3.67,17.52,1,38.947444,-77.459944
279,IAD,2008.0,AEA,LOUDOUN,WASHINGTON,DC,Federalized/Commercial,2077.0,2210.0,189.0,150.0,164378,164798,0.7155,0.6368,0.7327,18.33,17.92,4.99,22.68,4.19,1.35,3.11,17.04,1,38.947444,-77.459944
280,IAD,2009.0,AEA,LOUDOUN,WASHINGTON,DC,Federalized/Commercial,1315.0,1317.0,181.0,122.0,156324,155395,0.7718,0.7197,0.7876,14.57,16.72,3.78,17.53,3.8,1.49,2.74,12.74,3,38.947444,-77.459944
281,IAD,2010.0,AEA,LOUDOUN,WASHINGTON,DC,Federalized/Commercial,2020.0,2076.0,193.0,181.0,155124,154841,0.7742,0.7211,0.7804,14.33,16.0,3.72,17.29,3.02,1.38,2.71,13.36,3,38.947444,-77.459944
282,IAD,2011.0,AEA,LOUDOUN,WASHINGTON,DC,Federalized/Commercial,1804.0,1842.0,186.0,177.0,152047,151481,0.7477,0.6884,0.7527,16.59,16.04,4.04,20.01,3.03,1.59,3.34,15.34,4,38.947444,-77.459944
283,IAD,2012.0,AEA,LOUDOUN,WASHINGTON,DC,Federalized/Commercial,1698.0,1740.0,169.0,135.0,143837,143568,0.7412,0.6805,0.7634,16.25,15.66,3.77,19.45,2.48,1.37,2.49,14.45,4,38.947444,-77.459944
284,IAD,2013.0,AEA,LOUDOUN,WASHINGTON,DC,Federalized/Commercial,1700.0,1770.0,159.0,122.0,141951,141085,0.7262,0.6559,0.7421,17.29,16.28,4.42,21.13,2.44,1.49,2.76,15.92,4,38.947444,-77.459944
285,IAD,2014.0,AEA,LOUDOUN,WASHINGTON,DC,Federalized/Commercial,2032.0,2035.0,130.0,121.0,134578,133877,0.6957,0.6266,0.723,19.34,15.94,3.85,23.11,2.78,1.49,3.05,17.66,4,38.947444,-77.459944
286,IAH,2004.0,ASW,HARRIS,HOUSTON,TX,Federalized/Commercial,1825.0,2010.0,344.0,885.0,247146,246368,0.8607,0.6809,0.8084,8.39,21.45,9.56,16.32,3.37,3.81,5.42,11.19,3,29.984444,-95.341444
287,IAH,2005.0,ASW,HARRIS,HOUSTON,TX,Federalized/Commercial,3426.0,3545.0,426.0,766.0,271941,269537,0.8442,0.7184,0.8178,9.05,20.32,7.34,14.84,3.53,2.32,4.75,10.7,3,29.984444,-95.341444
288,IAH,2006.0,ASW,HARRIS,HOUSTON,TX,Federalized/Commercial,2374.0,2500.0,577.0,1539.0,291421,289276,0.7952,0.6599,0.7757,12.51,21.28,7.67,18.86,3.53,3.21,5.41,13.91,2,29.984444,-95.341444
289,IAH,2007.0,ASW,HARRIS,HOUSTON,TX,Federalized/Commercial,2033.0,2166.0,518.0,1174.0,291242,290346,0.786,0.6935,0.7757,13.19,19.69,5.73,18.14,3.47,2.9,4.4,14.45,2,29.984444,-95.341444
290,IAH,2008.0,ASW,HARRIS,HOUSTON,TX,Federalized/Commercial,3261.0,3366.0,508.0,769.0,278764,278546,0.8003,0.7205,0.7854,12.2,18.07,5.0,16.37,3.54,2.42,4.23,14.04,3,29.984444,-95.341444
291,IAH,2009.0,ASW,HARRIS,HOUSTON,TX,Federalized/Commercial,1249.0,1333.0,510.0,768.0,261290,261184,0.8416,0.7503,0.8127,9.42,17.48,5.36,13.79,2.96,2.29,4.3,11.34,3,29.984444,-95.341444
292,IAH,2010.0,ASW,HARRIS,HOUSTON,TX,Federalized/Commercial,1375.0,1484.0,486.0,544.0,257236,256761,0.8211,0.7483,0.8066,10.37,16.05,4.26,13.73,2.66,1.99,4.48,11.27,3,29.984444,-95.341444
293,IAH,2011.0,ASW,HARRIS,HOUSTON,TX,Federalized/Commercial,2105.0,2364.0,527.0,463.0,254998,254038,0.8034,0.7179,0.7943,11.6,16.52,4.84,15.52,2.44,2.26,3.94,12.38,3,29.984444,-95.341444
294,IAH,2012.0,ASW,HARRIS,HOUSTON,TX,Federalized/Commercial,1898.0,2168.0,469.0,530.0,247043,246118,0.7671,0.674,0.7915,14.18,16.44,5.12,18.43,2.07,2.41,3.09,13.28,3,29.984444,-95.341444
295,IAH,2013.0,ASW,HARRIS,HOUSTON,TX,Federalized/Commercial,1894.0,2280.0,511.0,499.0,241954,242330,0.7753,0.7058,0.7929,13.62,15.93,4.37,17.05,1.71,2.2,3.08,13.06,3,29.984444,-95.341444
296,IAH,2014.0,ASW,HARRIS,HOUSTON,TX,Federalized/Commercial,3744.0,4297.0,576.0,625.0,245284,245369,0.754,0.6729,0.7649,14.92,16.62,4.98,18.98,2.65,2.57,3.79,15.19,3,29.984444,-95.341444
297,IND,2004.0,AGL,MARION,INDIANAPOLIS,IN,Federalized/Commercial,509.0,480.0,63.0,26.0,86320,86866,0.7792,0.7424,0.7445,12.28,12.98,3.18,14.49,2.97,1.35,4.43,13.98,4,39.717299,-86.294661
298,IND,2005.0,AGL,MARION,INDIANAPOLIS,IN,Federalized/Commercial,608.0,572.0,103.0,49.0,92901,93187,0.7605,0.7179,0.737,13.27,13.21,3.57,15.64,3.12,1.74,5.02,14.75,4,39.717299,-86.294661
299,IND,2006.0,AGL,MARION,INDIANAPOLIS,IN,Federalized/Commercial,387.0,359.0,125.0,53.0,87866,87860,0.7781,0.7396,0.7379,12.62,13.39,3.18,14.74,2.95,1.64,4.71,14.4,4,39.717299,-86.294661
300,IND,2007.0,AGL,MARION,INDIANAPOLIS,IN,Federalized/Commercial,991.0,945.0,131.0,54.0,85550,85626,0.7714,0.7229,0.708,13.65,14.19,3.69,16.55,3.27,2.34,5.08,16.83,4,39.717299,-86.294661
301,IND,2008.0,AGL,MARION,INDIANAPOLIS,IN,Federalized/Commercial,749.0,708.0,102.0,69.0,84243,84597,0.7975,0.7502,0.7633,12.14,14.14,3.49,14.85,3.19,1.33,3.95,13.51,4,39.717299,-86.294661
302,IND,2009.0,AGL,MARION,INDIANAPOLIS,IN,Federalized/Commercial,520.0,490.0,97.0,70.0,74138,74235,0.8193,0.7832,0.8183,10.92,13.12,2.67,12.95,2.92,0.46,2.99,10.27,0,39.717299,-86.294661
303,IND,2010.0,AGL,MARION,INDIANAPOLIS,IN,Federalized/Commercial,622.0,560.0,103.0,60.0,71636,71856,0.7958,0.7501,0.7974,11.77,13.16,3.05,14.12,2.85,0.46,3.0,11.43,0,39.717299,-86.294661
304,IND,2011.0,AGL,MARION,INDIANAPOLIS,IN,Federalized/Commercial,598.0,524.0,64.0,68.0,68885,68918,0.7856,0.7603,0.784,12.53,12.19,2.02,13.93,2.63,0.78,2.89,12.35,0,39.717299,-86.294661
305,IND,2012.0,AGL,MARION,INDIANAPOLIS,IN,Federalized/Commercial,296.0,251.0,63.0,48.0,68311,68266,0.8098,0.7831,0.8027,11.2,12.05,1.86,12.52,2.16,0.81,2.46,10.92,0,39.717299,-86.294661
306,IND,2013.0,AGL,MARION,INDIANAPOLIS,IN,Federalized/Commercial,434.0,376.0,82.0,49.0,67136,66993,0.7664,0.7252,0.7706,13.89,12.77,2.78,16.18,2.04,1.02,2.84,13.29,4,39.717299,-86.294661
307,IND,2014.0,AGL,MARION,INDIANAPOLIS,IN,Federalized/Commercial,786.0,680.0,66.0,68.0,66542,66383,0.7231,0.6907,0.7524,15.78,12.8,2.5,17.63,2.06,1.18,3.07,14.49,4,39.717299,-86.294661
308,ISP,2004.0,AEA,SUFFOLK,NEW YORK,NY,Federalized/Commercial,237.0,214.0,39.0,55.0,4045,4061,0.84,0.8156,0.7956,8.27,10.04,2.73,10.6,3.06,1.09,2.52,10.56,0,40.79525,-73.100222
309,ISP,2005.0,AEA,SUFFOLK,NEW YORK,NY,Federalized/Commercial,210.0,213.0,36.0,13.0,17364,17291,0.8102,0.7899,0.792,10.45,9.84,2.58,12.45,3.17,1.02,2.31,11.34,0,40.79525,-73.100222
310,ISP,2006.0,AEA,SUFFOLK,NEW YORK,NY,Federalized/Commercial,173.0,181.0,27.0,62.0,15706,15641,0.8008,0.7945,0.7896,11.63,8.59,1.33,12.39,3.62,0.59,2.11,11.93,0,40.79525,-73.100222
311,ISP,2007.0,AEA,SUFFOLK,NEW YORK,NY,Federalized/Commercial,175.0,166.0,26.0,34.0,15214,15170,0.8096,0.7861,0.7713,11.49,8.91,1.8,12.99,3.72,0.67,2.14,13.55,0,40.79525,-73.100222
312,ISP,2008.0,AEA,SUFFOLK,NEW YORK,NY,Federalized/Commercial,70.0,76.0,28.0,22.0,13736,12677,0.8058,0.7879,0.7726,11.95,8.6,1.55,13.02,2.28,0.76,1.98,13.43,0,40.79525,-73.100222
313,ISP,2009.0,AEA,SUFFOLK,NEW YORK,NY,Federalized/Commercial,84.0,75.0,26.0,37.0,10590,10593,0.8155,0.7973,0.7861,10.74,8.4,1.36,11.66,1.75,0.81,1.9,11.73,0,40.79525,-73.100222
314,ISP,2010.0,AEA,SUFFOLK,NEW YORK,NY,Federalized/Commercial,178.0,172.0,21.0,27.0,9856,9770,0.7876,0.767,0.7407,11.42,8.55,1.57,12.71,1.75,0.61,2.12,13.92,0,40.79525,-73.100222
315,ISP,2011.0,AEA,SUFFOLK,NEW YORK,NY,Federalized/Commercial,147.0,138.0,16.0,29.0,9556,9546,0.8036,0.7882,0.763,12.66,8.64,1.51,13.8,1.42,0.5,1.89,15.37,0,40.79525,-73.100222
316,ISP,2012.0,AEA,SUFFOLK,NEW YORK,NY,Federalized/Commercial,67.0,74.0,10.0,19.0,8716,8710,0.7868,0.7728,0.754,13.61,8.38,1.22,14.57,1.23,0.45,1.97,15.33,0,40.79525,-73.100222
317,ISP,2013.0,AEA,SUFFOLK,NEW YORK,NY,Federalized/Commercial,70.0,67.0,12.0,13.0,8344,8291,0.7572,0.7285,0.7059,13.38,8.61,1.4,14.73,1.27,0.42,2.57,16.9,4,40.79525,-73.100222
318,ISP,2014.0,AEA,SUFFOLK,NEW YORK,NY,Federalized/Commercial,103.0,104.0,17.0,19.0,7816,7776,0.7238,0.7033,0.6817,17.02,9.08,1.56,18.18,1.26,0.46,2.6,19.89,4,40.79525,-73.100222
319,JAX,2004.0,ASO,DUVAL,JACKSONVILLE,FL,Federalized/Commercial,645.0,558.0,94.0,63.0,11321,11447,0.7824,0.7584,0.7496,11.9,11.64,2.5,13.57,1.55,0.7,2.23,13.15,0,30.494056,-81.687861
320,JAX,2005.0,ASO,DUVAL,JACKSONVILLE,FL,Federalized/Commercial,363.0,296.0,91.0,32.0,46410,46695,0.777,0.7525,0.739,12.67,11.76,2.65,14.53,1.69,1.04,3.01,14.12,4,30.494056,-81.687861
321,JAX,2006.0,ASO,DUVAL,JACKSONVILLE,FL,Federalized/Commercial,311.0,287.0,114.0,41.0,45885,46065,0.7822,0.7587,0.7469,12.35,11.88,2.44,14.05,1.5,1.01,2.85,13.68,0,30.494056,-81.687861
322,JAX,2007.0,ASO,DUVAL,JACKSONVILLE,FL,Federalized/Commercial,446.0,414.0,122.0,44.0,48344,48598,0.7744,0.7407,0.7117,13.44,12.76,3.02,15.64,1.37,1.48,3.45,15.88,4,30.494056,-81.687861
323,JAX,2008.0,ASO,DUVAL,JACKSONVILLE,FL,Federalized/Commercial,495.0,434.0,85.0,73.0,43779,44043,0.7964,0.7701,0.7487,12.5,12.69,2.65,14.28,1.44,0.94,3.59,14.34,4,30.494056,-81.687861
324,JAX,2009.0,ASO,DUVAL,JACKSONVILLE,FL,Federalized/Commercial,274.0,220.0,88.0,64.0,38246,38209,0.8212,0.7858,0.7799,10.76,12.97,2.97,12.78,1.28,0.89,3.14,12.04,0,30.494056,-81.687861
